Lag_s,Correlation_U_P1_P2
5.66666666666667,0.174409072266544
5.7,0.100105127279123
5.73333333333333,0.0622692346259878
5.76666666666667,0.0313541742242081
5.8,-0.00413061639364222
5.83333333333333,-0.0134173548286489
5.86666666666667,-0.0195804854357309
5.9,-0.0193656519857996
5.93333333333333,-0.0262146188054096
5.96666666666667,-0.0279611754848235
6,-0.0284881710121495
6.03333333333333,-0.0307274406837618
6.06666666666667,-0.0338239473113906
6.1,-0.0325209526391674
6.13333333333333,-0.0277546130322505
6.16666666666667,-0.0262485081335378
6.2,-0.0272398195183213
6.23333333333333,-0.0238097476815003
6.26666666666667,-0.0246345520116679
6.3,-0.0270349279970324
6.33333333333333,-0.0272981237016771
6.36666666666667,-0.0279158753471145
6.4,-0.0246369366517503
6.43333333333333,-0.0220370529666591
6.46666666666667,-0.0260415049074279
6.5,-0.0239444553732746
6.53333333333333,-0.0283240399155764
6.56666666666667,-0.0288295357624793
6.6,-0.0290548574189278
6.63333333333333,-0.0293217427970605
6.66666666666667,-0.0413399035758974
6.7,-0.0368346524096431
6.73333333333333,-0.0151018855864018
6.76666666666667,0.0122792448397343
6.8,0.00517406837135638
6.83333333333333,-0.0117596293968716
6.86666666666667,-0.0226173278086483
6.9,-0.0196034941065995
6.93333333333333,-0.0182512071260013
6.96666666666667,-0.0183620060165183
7,-0.0242260240187678
7.03333333333333,-0.0278508314812589
7.06666666666667,-0.0296975821567563
7.1,-0.0303834486071276
7.13333333333333,-0.0329767871835549
7.16666666666667,-0.0337522682200446
7.2,-0.0314571215252003
7.23333333333333,-0.0276582999179038
7.26666666666667,-0.0286589941886381
7.3,-0.0278407388955549
7.33333333333333,-0.0269960442460953
7.36666666666667,-0.0314039882537087
7.4,-0.0275564179385266
7.43333333333333,-0.0213059853601535
7.46666666666667,-0.026369369743467
7.5,-0.0283669508124399
7.53333333333333,-0.0234589526805057
7.56666666666667,-0.0244185985663547
7.6,-0.0295838644016017
7.63333333333333,-0.0296640884708802
7.66666666666667,-0.0259089371854461
7.7,-0.0251912176220627
7.73333333333333,-0.0183717237066406
7.76666666666667,-0.0163169565385028
7.8,-0.015724440329823
7.83333333333333,-0.0201363347050422
7.86666666666667,-0.0256475446092226
7.9,-0.02747868920345
